case_id,project_type,state,district,land_area_acres,affected_families,affected_parcels,project_complexity,historical_performance_score,compensation_completion_pct,approval_completion_pct,documentation_completion_pct,possession_pct,rehabilitation_progress_pct,stakeholder_response_rate,legal_disputes_count,disputed_parcels_count,pending_approvals_count,incomplete_documents_count,unresolved_grievances_count,administrative_bottlenecks_score,field_verification_delay_days,planned_duration_months,elapsed_duration_months,avg_approval_time_days,avg_verification_time_days,avg_stakeholder_response_days,route_affected_parcel_count,route_land_area_acres,route_affected_households,route_complexity_score,route_legal_dispute_exposure,estimated_acquisition_cost_cr,delayed,actual_delay_months,actual_delay_days
CASE-000100,Expressway / Highway,Tamil Nadu,Madurai,308.6,742,577,2,61.7,34.6,55.1,38.7,31.5,49.1,54.6,20,34,6,283,7,50.6,82.6,24.0,12.2,77.2,38.4,29.1,577,308.6,742,2.4,5.9,1572.3,1,5.3,159
CASE-000101,Expressway / Highway,Tamil Nadu,Krishnagiri,307.0,683,568,3,78.8,32.0,41.5,10.9,26.1,29.6,31.0,25,35,10,300,10,88.1,105.6,24.0,4.9,63.2,44.5,26.3,568,307.0,683,3.3,6.2,2893.5,1,8.7,261
CASE-000102,High-Speed Rail Feeder,Telangana,Hyderabad,398.7,646,558,4,56.4,37.8,69.0,31.3,14.2,17.6,52.1,21,25,4,300,6,66.5,80.8,24.0,4.6,81.8,55.1,31.1,558,398.7,646,3.8,4.5,4083.0,1,4.0,120
CASE-000103,Expressway / Highway,Karnataka,Bengaluru Rural,317.8,1125,665,4,69.4,18.7,49.3,29.4,19.4,18.5,59.0,16,22,7,300,10,73.0,75.1,30.0,20.1,77.3,53.8,28.6,665,317.8,1125,3.6,3.3,3533.5,1,5.0,150
CASE-000104,Ring Road / Bypass,Maharashtra,Aurangabad,177.6,168,110,2,48.0,73.3,81.8,61.5,54.6,42.1,83.0,12,19,4,34,6,31.9,51.1,24.0,11.3,69.3,19.1,25.9,110,177.6,168,2.0,17.3,2058.0,0,0.0,0
CASE-000105,Ring Road / Bypass,Andhra Pradesh,Vijayawada,257.7,626,359,5,60.6,40.7,67.3,44.7,21.7,8.3,54.7,19,31,4,159,7,57.0,70.9,24.0,5.7,75.4,44.9,32.0,359,257.7,626,4.8,8.6,2927.7,1,4.5,135
CASE-000106,Freight Corridor,Tamil Nadu,Chennai,191.7,168,193,5,55.8,52.2,48.2,38.4,52.3,50.3,56.4,16,20,6,95,6,59.6,50.5,24.0,8.6,60.6,16.2,21.1,193,191.7,168,4.5,10.4,2253.5,0,0.0,0
CASE-000107,Elevated Expressway,Karnataka,Bengaluru Rural,247.8,734,451,5,51.3,60.2,71.3,47.2,49.9,38.1,79.7,6,6,5,191,2,52.4,67.5,30.0,13.6,84.7,28.9,24.5,451,247.8,734,4.9,1.3,3235.2,0,0.0,0
CASE-000108,Ring Road / Bypass,Kerala,Kozhikode,335.8,333,295,4,64.9,54.0,89.7,78.0,47.7,56.0,89.2,8,12,1,52,4,32.5,35.2,24.0,11.0,55.1,5.0,17.7,295,335.8,333,4.0,4.1,1832.1,0,0.0,0
CASE-000109,High-Speed Rail Feeder,Tamil Nadu,Salem,195.8,545,392,4,60.5,40.7,52.8,41.0,34.3,36.6,55.8,16,22,6,185,3,74.2,59.8,30.0,18.9,58.9,32.3,31.7,392,195.8,545,4.3,5.6,1784.2,1,7.4,222
CASE-000110,Expressway / Highway,Tamil Nadu,Coimbatore,293.8,552,367,3,66.3,45.5,73.2,36.8,42.7,43.3,84.0,12,13,5,186,3,54.7,55.8,30.0,16.3,51.2,31.5,29.9,367,293.8,552,3.5,3.5,1943.8,0,0.0,0
CASE-000111,Expressway / Highway,Karnataka,Dakshina Kannada,240.8,185,197,4,64.6,87.3,74.0,92.3,77.5,93.2,81.2,6,10,4,12,3,36.7,60.7,48.0,25.0,45.5,24.6,15.5,197,240.8,185,4.4,5.1,1127.6,0,0.0,0
CASE-000112,Expressway / Highway,Tamil Nadu,Madurai,285.5,290,187,3,53.8,54.7,94.7,70.3,52.7,57.6,78.4,13,21,0,44,4,45.8,36.7,36.0,14.5,50.7,28.4,18.9,187,285.5,290,3.0,11.2,2301.0,0,0.0,0
CASE-000113,Expressway / Highway,Gujarat,Vadodara,196.7,382,335,3,82.1,70.9,88.1,80.8,67.5,52.5,71.5,3,5,2,51,2,20.9,51.1,36.0,24.8,29.8,14.3,16.4,335,196.7,382,3.3,1.5,2805.0,0,0.0,0
CASE-000114,Freight Corridor,Kerala,Ernakulam,162.8,367,340,3,79.3,90.1,84.9,72.4,85.6,75.6,81.0,4,5,2,75,0,21.9,14.2,36.0,23.4,15.4,21.1,20.3,340,162.8,367,3.3,1.5,1200.1,0,0.0,0
CASE-000115,Elevated Expressway,Telangana,Warangal,527.5,1443,1135,5,54.3,26.0,62.7,24.1,24.6,23.7,54.3,24,32,6,300,11,80.5,76.4,36.0,23.4,79.3,51.5,37.6,1135,527.5,1443,5.0,2.8,4918.2,1,8.7,261
CASE-000116,Expressway / Highway,Andhra Pradesh,Nellore,228.8,723,457,2,69.9,88.8,85.5,89.8,74.7,80.8,85.3,11,14,2,37,4,32.1,24.1,24.0,11.2,28.7,16.8,19.9,457,228.8,723,1.7,3.1,3098.3,0,0.0,0
CASE-000117,Elevated Expressway,Kerala,Kozhikode,251.7,372,308,4,48.7,42.9,61.0,42.0,41.6,24.6,55.4,19,30,5,143,6,59.5,84.1,24.0,10.9,82.2,42.1,30.1,308,251.7,372,3.8,9.7,1618.8,1,7.6,228
CASE-000118,Freight Corridor,Tamil Nadu,Tiruchirappalli,182.7,503,374,2,48.5,40.8,85.3,47.1,41.9,42.3,60.6,13,21,3,158,5,71.1,52.5,24.0,10.7,71.7,31.0,27.3,374,182.7,503,1.7,5.6,1157.2,1,1.3,39
CASE-000119,Ring Road / Bypass,Andhra Pradesh,Nellore,178.5,302,291,3,68.0,78.1,78.5,100.0,76.3,86.2,81.3,4,5,1,0,0,6.6,6.6,30.0,21.1,23.8,9.9,5.4,291,178.5,302,3.4,1.7,1415.2,0,0.0,0
CASE-000120,Expressway / Highway,Maharashtra,Pune,134.7,105,94,1,84.5,52.2,59.4,52.9,48.5,44.8,84.3,14,19,6,35,2,52.2,44.8,24.0,18.3,38.8,28.9,19.4,94,134.7,105,1.2,20.2,1452.6,0,0.0,0
CASE-000121,Expressway / Highway,Kerala,Palakkad,207.8,315,181,3,57.6,100.0,94.4,85.9,80.2,86.8,82.1,10,11,1,20,2,29.3,20.9,48.0,23.3,48.8,22.2,5.8,181,207.8,315,2.6,6.1,2172.9,0,0.0,0
CASE-000122,Elevated Expressway,Andhra Pradesh,Nellore,250.7,524,305,5,58.4,84.7,93.9,87.0,84.1,85.4,89.1,3,5,1,32,2,20.0,8.9,24.0,8.8,26.4,17.3,10.1,305,250.7,524,5.0,1.6,1895.2,0,0.0,0
CASE-000123,Expressway / Highway,Karnataka,Mysuru,283.2,521,309,3,50.4,15.3,76.8,26.7,22.0,18.0,43.6,13,22,3,181,8,75.6,79.3,24.0,19.4,74.0,59.8,33.0,309,283.2,521,3.1,7.1,3786.4,1,5.2,156
CASE-000124,Port Connectivity,Tamil Nadu,Coimbatore,379.3,512,431,3,42.6,33.9,72.6,55.9,34.4,39.6,54.1,15,24,2,152,10,51.6,58.9,30.0,18.7,62.3,35.3,31.1,431,379.3,512,2.5,5.6,2119.5,0,0.0,0
CASE-000125,Ring Road / Bypass,Tamil Nadu,Salem,121.1,178,215,2,58.2,42.2,73.4,57.2,41.0,43.8,81.2,15,25,4,74,4,31.2,39.2,24.0,8.4,67.0,34.6,20.3,215,121.1,178,1.9,11.6,1581.3,0,0.0,0
CASE-000126,Elevated Expressway,Karnataka,Dakshina Kannada,264.7,316,184,5,54.3,56.2,64.9,35.2,46.1,50.0,62.6,17,25,7,95,7,67.7,76.7,24.0,7.0,67.9,51.6,32.1,184,264.7,316,5.0,13.6,1674.4,0,0.0,0
CASE-000127,Port Connectivity,Kerala,Palakkad,413.4,779,649,4,69.8,32.9,28.5,27.2,22.4,11.7,54.2,21,36,10,300,10,69.7,80.1,36.0,26.3,102.9,43.1,34.7,649,413.4,779,3.8,5.5,4046.3,1,6.5,195
CASE-000128,Expressway / Highway,Andhra Pradesh,Nellore,325.4,595,371,3,46.3,50.8,73.6,31.5,58.1,44.3,74.9,16,21,5,203,5,57.7,58.2,30.0,20.8,62.5,30.6,21.1,371,325.4,595,3.2,5.7,3441.4,0,0.0,0
CASE-000129,Ring Road / Bypass,Tamil Nadu,Chennai,144.6,383,291,2,51.6,45.3,42.4,45.0,51.9,42.2,69.1,17,26,8,128,9,61.9,49.4,36.0,6.8,60.3,26.5,25.5,291,144.6,383,2.2,8.9,1993.3,1,2.1,63
CASE-000130,Expressway / Highway,Maharashtra,Nashik,278.7,327,193,3,48.5,4.9,46.8,31.5,1.1,0.0,43.3,25,27,10,106,11,90.3,88.9,24.0,19.3,69.1,41.1,27.3,193,278.7,327,3.3,14.0,2066.0,1,11.3,339
CASE-000131,Freight Corridor,Karnataka,Mysuru,557.7,1100,1200,3,76.9,10.3,72.4,26.3,4.9,4.7,23.4,18,32,3,300,13,90.5,75.8,24.0,10.4,65.8,44.5,39.8,1200,557.7,1100,3.1,2.7,7534.1,1,8.0,240
CASE-000132,Expressway / Highway,Tamil Nadu,Chennai,295.2,350,215,2,83.7,85.1,94.4,67.4,80.5,70.4,82.7,9,11,2,56,8,20.3,44.0,24.0,18.6,54.3,23.0,20.1,215,295.2,350,1.7,5.1,4095.4,0,0.0,0
CASE-000133,Freight Corridor,Tamil Nadu,Madurai,300.7,649,389,5,78.0,60.5,82.8,43.9,43.7,41.8,59.5,13,23,1,175,4,66.6,52.5,36.0,12.3,61.2,39.5,26.6,389,300.7,649,5.0,5.9,4191.4,0,0.0,0
CASE-000134,Expressway / Highway,Karnataka,Mysuru,245.7,528,484,4,73.8,71.1,95.6,94.1,75.3,60.9,79.7,12,19,1,23,1,44.6,29.8,42.0,21.3,35.4,17.4,24.7,484,245.7,528,3.7,3.9,2384.8,0,0.0,0
CASE-000135,High-Speed Rail Feeder,Gujarat,Rajkot,270.5,430,302,2,67.4,65.1,83.7,51.7,54.8,35.8,75.5,11,15,2,117,4,47.5,59.5,18.0,5.2,48.0,36.8,26.5,302,270.5,430,2.0,5.0,1691.3,0,0.0,0
CASE-000136,Ring Road / Bypass,Karnataka,Mysuru,455.0,763,892,5,54.8,12.8,94.1,0.0,13.5,11.9,35.6,24,34,3,300,2,89.8,92.2,36.0,7.1,80.4,46.8,52.1,892,455.0,763,4.6,3.8,4436.5,1,10.9,327
CASE-000137,Elevated Expressway,Maharashtra,Thane,206.2,491,441,1,75.6,100.0,61.2,100.0,94.2,80.6,100.0,3,4,5,0,0,19.6,35.2,18.0,9.2,24.8,5.0,17.0,441,206.2,491,1.0,0.9,2595.3,0,0.0,0
CASE-000138,Expressway / Highway,Telangana,Hyderabad,253.7,237,202,3,58.9,45.1,88.8,45.3,49.8,42.8,64.1,17,24,1,88,8,62.3,77.6,30.0,7.2,62.7,19.5,33.3,202,253.7,237,2.7,11.9,2047.6,1,3.3,99
CASE-000139,Ring Road / Bypass,Karnataka,Bengaluru Rural,219.1,268,299,3,79.3,95.4,77.4,97.1,85.8,69.5,84.7,3,4,3,7,2,24.0,16.0,42.0,32.9,12.9,29.4,4.5,299,219.1,268,3.2,1.3,2630.5,0,0.0,0
CASE-000140,Freight Corridor,Gujarat,Surat,218.6,261,212,1,73.8,81.2,61.6,58.0,74.1,71.4,78.0,8,14,4,71,4,26.7,28.3,30.0,23.6,35.3,42.2,10.7,212,218.6,261,1.0,6.6,2232.1,0,0.0,0
CASE-000141,Freight Corridor,Gujarat,Vadodara,265.9,704,486,2,60.5,40.7,68.9,41.7,45.3,35.2,75.2,8,12,3,227,2,59.6,56.3,24.0,20.1,54.7,29.9,27.6,486,265.9,704,2.0,2.5,2660.3,0,0.0,0
CASE-000142,Elevated Expressway,Karnataka,Belagavi,119.5,133,92,2,56.8,62.6,96.6,67.3,64.2,68.0,63.4,14,17,0,24,3,49.5,39.8,30.0,13.4,60.4,31.6,22.8,92,119.5,133,2.2,18.5,1000.9,0,0.0,0
CASE-000143,High-Speed Rail Feeder,Maharashtra,Nagpur,252.2,589,464,4,59.9,26.8,54.7,32.0,24.7,18.6,51.3,16,18,6,252,8,67.9,68.7,18.0,11.1,91.5,38.6,39.8,464,252.2,589,4.0,3.9,2861.6,1,7.2,216
CASE-000144,Expressway / Highway,Karnataka,Belagavi,298.2,463,501,5,53.4,6.8,44.3,22.7,1.5,3.0,30.8,19,20,8,300,10,83.9,86.9,24.0,12.2,87.9,59.2,48.0,501,298.2,463,5.0,4.0,2459.4,1,7.9,237
CASE-000145,High-Speed Rail Feeder,Karnataka,Bengaluru Rural,314.5,445,506,3,69.3,81.5,77.8,70.7,80.7,62.4,55.3,12,15,5,119,4,35.4,28.7,24.0,19.4,42.4,21.3,23.8,506,314.5,445,3.4,3.0,2830.8,0,0.0,0
CASE-000146,Ring Road / Bypass,Tamil Nadu,Coimbatore,194.5,409,252,3,64.3,17.5,53.5,19.8,28.1,30.3,56.8,25,39,6,162,4,63.6,81.0,36.0,7.4,109.8,44.9,42.9,252,194.5,409,3.5,15.5,1146.3,1,8.0,240
CASE-000147,High-Speed Rail Feeder,Telangana,Warangal,298.9,570,419,3,62.2,100.0,88.2,74.0,100.0,90.4,100.0,0,0,0,87,5,12.4,30.1,24.0,20.2,42.8,23.9,4.0,419,298.9,570,3.2,0.0,3604.7,0,0.0,0
CASE-000148,Ring Road / Bypass,Maharashtra,Nagpur,191.9,226,146,3,89.4,46.2,31.5,27.6,37.7,39.0,35.2,18,27,7,85,4,83.2,90.3,48.0,37.6,92.6,38.0,31.8,146,191.9,226,2.7,18.5,2003.9,1,3.8,114
CASE-000149,High-Speed Rail Feeder,Tamil Nadu,Chennai,255.5,220,264,4,67.9,56.4,97.8,43.6,48.8,46.9,70.1,14,24,0,119,7,44.9,41.2,30.0,5.6,42.0,24.2,20.4,264,255.5,220,4.5,9.1,2950.2,0,0.0,0
CASE-000150,Elevated Expressway,Karnataka,Belagavi,219.1,561,452,3,67.8,29.0,20.1,16.0,20.9,11.0,30.3,29,52,12,300,4,80.9,98.2,24.0,6.9,117.2,46.6,33.0,452,219.1,561,2.6,11.5,3068.0,1,10.3,309
CASE-000151,Expressway / Highway,Andhra Pradesh,Guntur,203.8,453,266,2,56.4,44.7,93.9,45.1,38.3,41.6,66.8,16,26,2,117,6,52.2,78.5,30.0,8.5,57.2,42.6,29.7,266,203.8,453,2.4,9.8,1479.5,1,2.2,66
CASE-000152,Freight Corridor,Tamil Nadu,Krishnagiri,176.6,332,220,2,42.4,46.2,54.5,23.3,50.1,40.7,51.3,22,34,7,135,6,60.1,70.4,24.0,3.9,72.2,33.8,25.4,220,176.6,332,2.0,15.5,2046.6,1,8.4,252
CASE-000153,Expressway / Highway,Tamil Nadu,Krishnagiri,217.7,230,147,5,90.4,39.6,80.0,53.3,30.7,39.0,57.5,15,23,3,55,7,54.0,51.8,30.0,11.9,57.9,39.6,25.3,147,217.7,230,5.0,15.6,1695.8,1,2.0,60
CASE-000154,Ring Road / Bypass,Maharashtra,Pune,200.5,514,404,1,64.2,41.4,88.8,81.5,44.0,80.4,82.2,10,11,4,60,2,32.9,46.6,42.0,12.1,45.5,20.3,17.7,404,200.5,514,1.0,2.7,1364.2,0,0.0,0
CASE-000155,Port Connectivity,Gujarat,Surat,227.8,635,411,5,39.7,10.6,52.9,20.2,18.0,24.1,38.8,20,32,8,262,10,61.3,96.8,24.0,9.2,98.7,58.1,40.2,411,227.8,635,5.0,7.8,2284.5,1,7.4,222
CASE-000156,Port Connectivity,Tamil Nadu,Tiruchirappalli,145.9,160,109,2,62.4,97.3,92.8,100.0,96.9,94.8,87.1,3,4,0,0,1,12.6,3.1,24.0,13.1,18.6,17.4,8.7,109,145.9,160,1.6,3.7,2014.2,0,0.0,0
CASE-000157,Port Connectivity,Telangana,Hyderabad,230.9,181,194,3,67.5,55.9,65.8,61.1,59.9,56.4,71.8,10,12,6,60,7,58.2,55.2,24.0,18.8,63.1,41.9,22.3,194,230.9,181,3.4,6.2,3159.3,0,0.0,0
CASE-000158,Freight Corridor,Kerala,Palakkad,198.2,141,158,2,69.8,37.7,53.5,48.6,39.8,38.7,62.7,16,17,6,65,10,54.2,54.6,30.0,22.9,61.4,29.4,22.5,158,198.2,141,1.8,10.8,2623.2,1,4.6,138
CASE-000159,Expressway / Highway,Tamil Nadu,Salem,292.5,470,481,4,41.6,71.5,84.1,45.7,70.8,51.9,76.0,13,18,4,209,7,53.9,47.5,24.0,7.2,50.7,36.7,25.1,481,292.5,470,3.8,3.7,2763.1,0,0.0,0
CASE-000160,Expressway / Highway,Telangana,Medchal,256.8,193,219,3,21.5,20.1,31.4,3.9,11.7,6.9,54.7,21,24,9,168,9,78.2,88.7,30.0,18.8,66.2,40.7,38.0,219,256.8,193,2.9,11.0,2760.1,1,8.8,264
CASE-000161,Port Connectivity,Karnataka,Belagavi,269.3,813,590,2,79.7,29.7,29.8,29.0,25.2,28.8,43.9,25,38,11,300,11,77.7,91.8,24.0,9.8,80.7,49.9,28.3,590,269.3,813,1.9,6.4,1508.3,1,6.5,195
CASE-000162,Expressway / Highway,Telangana,Medchal,138.8,372,211,2,83.0,80.6,100.0,99.8,83.0,95.8,98.8,3,3,1,0,1,14.6,18.1,24.0,17.1,33.5,19.4,7.8,211,138.8,372,1.6,1.4,897.6,0,0.0,0
CASE-000163,Expressway / Highway,Telangana,Warangal,367.8,1153,733,2,80.9,73.6,85.5,69.7,73.2,67.6,90.6,4,5,1,178,4,40.7,29.8,30.0,7.6,60.2,18.6,17.0,733,367.8,1153,1.5,0.7,2770.3,0,0.0,0
CASE-000164,Freight Corridor,Maharashtra,Pune,247.6,677,438,4,56.6,38.2,53.2,31.5,35.2,35.0,66.8,19,31,6,240,9,82.1,62.5,30.0,15.8,71.5,29.5,37.5,438,247.6,677,3.8,7.1,1801.1,1,6.0,180
CASE-000165,Expressway / Highway,Tamil Nadu,Coimbatore,331.9,346,212,4,45.7,41.6,55.6,49.2,25.7,15.9,66.0,11,18,5,86,4,52.6,65.6,24.0,14.3,52.5,35.3,36.6,212,331.9,346,4.2,8.5,4355.5,0,0.0,0
CASE-000166,Expressway / Highway,Kerala,Kozhikode,272.3,590,347,4,67.0,56.6,88.5,58.0,56.3,61.9,90.9,7,7,1,117,1,27.3,25.9,30.0,20.5,54.9,22.1,22.0,347,272.3,590,3.7,2.0,2630.7,0,0.0,0
CASE-000167,Expressway / Highway,Karnataka,Tumakuru,510.3,664,601,1,68.8,70.4,66.4,74.1,67.8,57.3,67.1,12,20,5,125,5,79.4,46.1,24.0,18.1,62.0,37.1,24.4,601,510.3,664,1.0,3.3,4472.5,0,0.0,0
CASE-000168,High-Speed Rail Feeder,Tamil Nadu,Madurai,245.6,465,522,3,67.3,30.4,60.9,27.6,29.2,30.3,53.1,17,28,5,300,6,57.0,76.5,24.0,4.9,54.9,54.4,28.5,522,245.6,465,3.0,5.4,1384.0,1,3.0,90
CASE-000169,Expressway / Highway,Tamil Nadu,Krishnagiri,379.2,672,433,5,56.1,13.7,60.5,0.0,5.2,0.0,27.1,21,28,6,300,6,85.6,94.0,30.0,11.4,95.5,49.5,35.9,433,379.2,672,5.0,6.5,4611.4,1,8.3,249
CASE-000170,Elevated Expressway,Telangana,Medchal,227.0,474,386,4,47.8,26.4,26.1,20.0,25.3,15.0,36.9,22,32,10,247,9,80.8,124.5,24.0,12.5,78.4,55.4,33.9,386,227.0,474,4.5,8.3,1100.3,1,9.4,282
CASE-000171,Expressway / Highway,Telangana,Warangal,219.6,592,339,2,69.7,85.0,82.9,82.7,73.1,73.7,79.1,5,9,3,47,3,46.9,18.0,36.0,17.3,42.6,18.2,7.9,339,219.6,592,1.6,2.7,2842.0,0,0.0,0
CASE-000172,Elevated Expressway,Tamil Nadu,Coimbatore,285.4,881,508,3,62.0,39.2,49.1,13.6,36.5,29.9,44.7,15,23,8,300,3,83.1,95.0,18.0,14.1,85.7,42.2,43.6,508,285.4,881,3.0,4.5,1907.4,1,5.8,174
CASE-000173,Ring Road / Bypass,Maharashtra,Aurangabad,262.4,325,183,4,49.3,44.9,51.5,27.4,39.5,31.7,37.5,23,32,7,106,8,82.0,91.5,24.0,4.6,75.3,49.6,33.5,183,262.4,325,4.5,17.5,2473.8,1,6.9,207
CASE-000174,Elevated Expressway,Tamil Nadu,Krishnagiri,244.3,803,510,3,59.2,50.3,46.6,36.1,35.3,20.8,47.2,14,24,9,261,6,64.1,81.4,36.0,12.2,81.5,42.4,33.0,510,244.3,803,3.1,4.7,2039.8,0,0.0,0
CASE-000175,Elevated Expressway,Telangana,Hyderabad,313.6,969,686,1,71.5,48.6,63.0,24.1,48.9,41.1,49.8,20,28,4,300,8,54.0,65.6,36.0,26.1,59.7,39.6,36.8,686,313.6,969,1.2,4.1,4332.5,1,2.9,87
CASE-000176,Ring Road / Bypass,Tamil Nadu,Krishnagiri,270.2,630,402,1,60.5,54.8,42.8,66.3,48.2,40.4,59.6,15,27,8,108,8,60.1,54.1,30.0,5.6,55.4,36.2,21.5,402,270.2,630,1.4,6.7,3791.1,0,0.0,0
CASE-000177,Elevated Expressway,Telangana,Sangareddy,298.1,276,257,5,73.6,51.2,41.1,56.6,43.2,35.2,76.1,15,17,8,89,3,50.0,49.5,36.0,19.4,62.4,32.0,20.9,257,298.1,276,4.8,6.6,3681.8,0,0.0,0
CASE-000178,Ring Road / Bypass,Karnataka,Bengaluru Rural,257.1,411,512,2,48.6,77.4,72.6,76.7,71.1,57.5,85.5,7,7,4,95,4,43.7,29.8,30.0,14.4,28.9,27.1,26.5,512,257.1,411,2.0,1.4,2726.4,0,0.0,0
CASE-000179,Port Connectivity,Gujarat,Surat,198.7,410,325,3,36.5,15.5,69.9,18.7,16.9,25.4,63.5,22,38,2,211,5,80.8,116.9,24.0,3.7,65.8,54.6,36.6,325,198.7,410,3.0,11.7,1918.2,1,7.7,231
CASE-000180,Freight Corridor,Tamil Nadu,Salem,209.3,482,335,4,62.8,74.5,91.0,50.9,69.9,57.3,66.0,11,17,1,132,3,35.1,64.8,36.0,25.0,59.1,18.6,18.3,335,209.3,482,3.8,5.1,1480.1,0,0.0,0
CASE-000181,Elevated Expressway,Karnataka,Bengaluru Rural,273.5,903,551,3,47.4,23.3,69.4,32.2,22.5,24.3,60.8,19,28,2,299,8,57.2,86.2,24.0,18.6,71.2,42.7,29.1,551,273.5,903,3.4,5.1,2911.0,1,6.7,201
CASE-000182,Elevated Expressway,Tamil Nadu,Coimbatore,417.5,629,739,5,60.6,11.1,68.5,9.8,15.0,9.5,44.4,26,45,4,300,12,92.8,106.0,30.0,12.4,89.4,51.8,36.4,739,417.5,629,4.9,6.1,4599.0,1,9.1,273
CASE-000183,Expressway / Highway,Gujarat,Vadodara,309.1,541,640,1,77.3,60.1,72.5,69.0,62.4,67.7,83.9,3,3,5,159,6,34.2,26.3,42.0,12.0,35.1,17.6,18.6,640,309.1,541,1.0,0.5,4219.6,0,0.0,0
CASE-000184,Ring Road / Bypass,Andhra Pradesh,Chittoor,334.9,1240,714,4,51.1,19.5,67.2,5.3,19.7,26.6,37.7,22,22,3,300,8,98.0,133.4,36.0,9.9,96.3,59.9,39.3,714,334.9,1240,3.7,3.1,3641.0,1,6.8,204
CASE-000185,Elevated Expressway,Karnataka,Belagavi,130.2,150,150,1,80.5,96.1,81.3,89.2,91.5,100.0,78.9,4,5,2,13,4,38.6,22.1,24.0,13.4,57.4,13.9,13.4,150,130.2,150,1.0,3.3,1665.2,0,0.0,0
CASE-000186,Port Connectivity,Telangana,Hyderabad,324.2,442,297,1,53.1,30.4,60.7,41.5,27.9,13.7,53.5,15,18,7,139,5,64.6,90.0,30.0,14.2,95.5,33.2,32.7,297,324.2,442,1.2,6.1,2804.8,1,7.1,213
CASE-000187,High-Speed Rail Feeder,Kerala,Thiruvananthapuram,230.6,266,281,2,70.9,42.8,47.2,28.7,38.0,38.6,64.1,23,32,6,160,4,73.1,97.5,24.0,6.6,90.9,41.2,36.2,281,230.6,266,2.5,11.4,2249.4,1,8.6,258
CASE-000188,Expressway / Highway,Maharashtra,Pune,306.1,1119,658,3,30.2,62.0,82.0,51.9,54.8,33.4,70.7,13,17,2,253,5,56.8,48.6,36.0,11.5,46.3,30.8,17.6,658,306.1,1119,2.7,2.6,4211.3,0,0.0,0
CASE-000189,Freight Corridor,Maharashtra,Nagpur,277.0,389,251,3,58.9,59.3,90.5,61.2,60.4,69.3,67.3,8,8,1,78,2,25.9,29.4,24.0,10.1,49.2,26.0,12.4,251,277.0,389,2.5,3.2,3271.2,0,0.0,0
CASE-000190,Ring Road / Bypass,Tamil Nadu,Coimbatore,338.6,447,523,3,59.8,21.6,37.6,1.9,13.5,9.5,32.4,21,33,7,300,10,89.5,89.3,36.0,25.4,87.8,54.7,37.5,523,338.6,447,2.6,6.3,4557.9,1,10.3,309
CASE-000191,Expressway / Highway,Tamil Nadu,Chennai,181.6,143,133,1,70.1,65.8,83.8,82.5,74.5,69.2,88.9,6,8,1,19,5,10.0,31.4,24.0,16.0,29.5,6.2,14.8,133,181.6,143,1.2,6.0,1079.0,0,0.0,0
CASE-000192,Freight Corridor,Andhra Pradesh,Nellore,474.3,1621,916,3,63.6,13.3,57.9,5.1,11.8,17.8,24.6,28,46,7,300,10,77.2,121.3,24.0,19.7,104.3,58.6,31.9,916,474.3,1621,3.3,5.0,3295.1,1,16.4,492
CASE-000193,Ring Road / Bypass,Andhra Pradesh,Vijayawada,389.5,1070,650,1,92.1,66.8,61.0,78.9,49.6,53.7,64.2,11,19,6,110,3,31.1,32.5,24.0,7.8,42.2,14.6,11.2,650,389.5,1070,1.0,2.9,2986.5,0,0.0,0
CASE-000194,Expressway / Highway,Telangana,Hyderabad,140.9,171,202,2,82.2,100.0,91.3,80.5,91.6,82.3,95.8,3,3,1,32,1,19.2,13.8,18.0,13.6,22.9,21.4,17.8,202,140.9,171,1.5,1.5,1777.3,0,0.0,0
CASE-000195,Expressway / Highway,Karnataka,Belagavi,293.6,523,472,3,46.4,57.4,53.1,34.5,57.8,44.1,53.7,24,41,8,247,5,64.6,84.6,48.0,29.4,66.5,44.1,33.7,472,293.6,523,3.4,8.7,2499.8,1,2.6,78
CASE-000196,Expressway / Highway,Karnataka,Mysuru,300.2,266,236,2,69.1,74.3,77.5,77.4,65.9,56.5,86.5,10,13,5,43,4,34.0,30.8,24.0,19.4,27.3,27.6,16.3,236,300.2,266,1.6,5.5,1439.4,0,0.0,0
CASE-000197,Port Connectivity,Telangana,Hyderabad,412.6,1044,816,3,53.1,31.7,64.5,49.4,34.7,37.3,59.1,14,17,7,300,4,76.1,81.9,24.0,11.8,66.0,42.6,31.4,816,412.6,1044,2.7,2.1,3168.0,1,2.3,69
CASE-000198,Freight Corridor,Andhra Pradesh,Nellore,354.2,436,405,3,78.2,51.2,42.0,69.3,49.1,56.9,66.2,12,20,6,99,0,46.7,51.6,18.0,7.1,48.2,40.7,20.5,405,354.2,436,2.7,4.9,2015.9,0,0.0,0
CASE-000199,Expressway / Highway,Andhra Pradesh,Nellore,183.7,261,160,2,69.5,83.8,94.8,100.0,82.9,95.6,100.0,3,4,1,0,1,36.2,13.4,24.0,4.7,31.8,7.7,4.0,160,183.7,261,2.1,2.5,2190.3,0,0.0,0
CASE-000200,Ring Road / Bypass,Kerala,Ernakulam,277.4,220,173,4,56.2,72.2,78.5,36.8,58.9,53.5,69.2,17,27,3,87,3,42.5,47.0,24.0,13.0,51.4,33.5,24.7,173,277.4,220,3.8,15.6,2115.2,0,0.0,0
